project,sprint.name,sprint.startDate,sprint.endDate,key,sprint.length
timob,2013 Sprint 14 Tooling,2013-07-15 00:00:00+00:00,2013-07-15 00:00:00+00:00,2,0 days 00:00:00.000000000
timob,2013 Sprint 15,2013-07-15 00:00:00+00:00,2013-07-29 00:00:00+00:00,10,14 days 00:00:00.000000000
timob,2013 Sprint 15 API,2013-07-29 00:00:00+00:00,2013-07-29 00:00:00+00:00,6,0 days 00:00:00.000000000
timob,2013 Sprint 15 Tooling,2013-07-29 00:00:00+00:00,2013-07-29 00:00:00+00:00,4,0 days 00:00:00.000000000
timob,2013 Sprint 16,2013-07-29 00:00:00+00:00,2013-08-12 00:00:00+00:00,8,14 days 00:00:00.000000000
timob,2013 Sprint 16 API,2013-08-12 00:00:00+00:00,2013-08-12 00:00:00+00:00,5,0 days 00:00:00.000000000
timob,2013 Sprint 16 Core,2013-08-12 00:00:00+00:00,2013-08-12 00:00:00+00:00,2,0 days 00:00:00.000000000
timob,2013 Sprint 18,2013-08-12 00:00:00+00:00,2013-09-06 00:00:00+00:00,50,25 days 00:00:00.000000000
timob,2013 Sprint 18 API,2013-09-06 00:00:00+00:00,2013-09-06 00:00:00+00:00,2,0 days 00:00:00.000000000
timob,2013 Sprint 18 Core,2013-09-06 00:00:00+00:00,2013-09-06 00:00:00+00:00,44,0 days 00:00:00.000000000
timob,2013 Sprint 18 Tooling,2013-09-06 00:00:00+00:00,2013-09-06 00:00:00+00:00,4,0 days 00:00:00.000000000
timob,2013 Sprint 19,2013-09-06 00:00:00+00:00,2013-09-20 00:00:00+00:00,4,14 days 00:00:00.000000000
timob,2013 Sprint 19 Core,2013-09-20 00:00:00+00:00,2013-09-20 00:00:00+00:00,4,0 days 00:00:00.000000000
timob,2013 Sprint 20,2013-09-20 00:00:00+00:00,2013-10-04 00:00:00+00:00,16,14 days 00:00:00.000000000
timob,2013 Sprint 20 API,2013-10-04 00:00:00+00:00,2013-10-04 00:00:00+00:00,2,0 days 00:00:00.000000000
timob,2013 Sprint 20 Core,2013-10-04 00:00:00+00:00,2013-10-04 00:00:00+00:00,8,0 days 00:00:00.000000000
timob,2013 Sprint 20 Tooling,2013-10-04 00:00:00+00:00,2013-10-04 00:00:00+00:00,6,0 days 00:00:00.000000000
timob,2013 Sprint 21,2013-10-04 00:00:00+00:00,2013-10-18 00:00:00+00:00,64,14 days 00:00:00.000000000
timob,2013 Sprint 21 Core,2013-10-18 00:00:00+00:00,2013-10-18 00:00:00+00:00,64,0 days 00:00:00.000000000
timob,2013 Sprint 22,2013-10-18 00:00:00+00:00,2013-11-01 00:00:00+00:00,8,14 days 00:00:00.000000000
timob,2013 Sprint 22 API,2013-11-01 00:00:00+00:00,2013-11-01 00:00:00+00:00,2,0 days 00:00:00.000000000
timob,2013 Sprint 22 Core,2013-11-01 00:00:00+00:00,2013-11-01 00:00:00+00:00,6,0 days 00:00:00.000000000
timob,2013 Sprint 23,2013-11-01 00:00:00+00:00,2013-11-15 00:00:00+00:00,29,14 days 00:00:00.000000000
timob,2013 Sprint 23 API,2013-11-15 00:00:00+00:00,2013-11-15 00:00:00+00:00,4,0 days 00:00:00.000000000
timob,2013 Sprint 23 Core,2013-11-15 00:00:00+00:00,2013-11-15 00:00:00+00:00,20,0 days 00:00:00.000000000
timob,2013 Sprint 23 Tooling,2013-11-15 00:00:00+00:00,2013-11-15 00:00:00+00:00,2,0 days 00:00:00.000000000
timob,2013 Sprint 24,2013-11-15 00:00:00+00:00,2013-11-29 00:00:00+00:00,7,14 days 00:00:00.000000000
timob,2013 Sprint 24 Core,2013-11-29 00:00:00+00:00,2013-11-29 00:00:00+00:00,6,0 days 00:00:00.000000000
timob,2013 Sprint 25,2013-11-29 00:00:00+00:00,2013-12-13 00:00:00+00:00,3,14 days 00:00:00.000000000
timob,2013 Sprint 25 Tooling,2013-12-13 00:00:00+00:00,2013-12-13 00:00:00+00:00,3,0 days 00:00:00.000000000
timob,2013 Sprint 26,2013-12-13 00:00:00+00:00,2014-01-03 00:00:00+00:00,4,21 days 00:00:00.000000000
timob,2013 Sprint 26 Core,2014-01-03 00:00:00+00:00,2014-01-03 00:00:00+00:00,4,0 days 00:00:00.000000000
timob,2014 Sprint 01,2014-01-03 00:00:00+00:00,2014-01-17 00:00:00+00:00,2,14 days 00:00:00.000000000
timob,2014 Sprint 01 API,2014-01-17 00:00:00+00:00,2014-01-17 00:00:00+00:00,2,0 days 00:00:00.000000000
timob,2014 Sprint 05,2014-01-17 00:00:00+00:00,2014-03-14 00:00:00+00:00,2,56 days 00:00:00.000000000
timob,2014 Sprint 05 API,2014-03-14 00:00:00+00:00,2014-03-14 00:00:00+00:00,2,0 days 00:00:00.000000000
timob,2014 Sprint 06,2014-03-14 00:00:00+00:00,2014-03-28 00:00:00+00:00,2,14 days 00:00:00.000000000
timob,2014 Sprint 06 SDK,2014-03-28 00:00:00+00:00,2014-03-28 00:00:00+00:00,2,0 days 00:00:00.000000000
timob,2014 Sprint 07,2014-03-28 00:00:00+00:00,2014-04-11 00:00:00+00:00,2,14 days 00:00:00.000000000
timob,2014 Sprint 07 Tooling,2014-04-11 00:00:00+00:00,2014-04-11 00:00:00+00:00,2,0 days 00:00:00.000000000
tistud,2012 Sprint 02,2012-01-16 23:10:20.689655173+00:00,2012-01-31 00:00:00+00:00,14,14 days 00:49:39.310344827
tistud,2012 Sprint 03,2012-01-31 00:00:00+00:00,2012-02-10 00:00:00+00:00,12,10 days 00:00:00.000000000
tistud,2012 Sprint 04,2012-02-10 00:00:00+00:00,2012-02-24 00:00:00+00:00,15,14 days 00:00:00.000000000
tistud,2012 Sprint 05,2012-02-24 00:00:00+00:00,2012-03-09 00:00:00+00:00,35,14 days 00:00:00.000000000
tistud,2012 Sprint 06,2012-03-09 00:00:00+00:00,2012-03-23 00:00:00+00:00,58,14 days 00:00:00.000000000
tistud,2012 Sprint 07,2012-03-23 00:00:00+00:00,2012-04-06 00:00:00+00:00,29,14 days 00:00:00.000000000
tistud,2012 Sprint 08,2012-04-06 00:00:00+00:00,2012-04-20 00:00:00+00:00,26,14 days 00:00:00.000000000
tistud,2012 Sprint 10,2012-04-20 00:00:00+00:00,2012-05-21 00:00:00+00:00,16,31 days 00:00:00.000000000
tistud,2012 Sprint 09,2012-05-21 00:00:00+00:00,2012-05-31 00:00:00+00:00,17,10 days 00:00:00.000000000
tistud,2012 Sprint 11,2012-05-31 00:00:00+00:00,2012-06-04 00:00:00+00:00,15,4 days 00:00:00.000000000
tistud,2012 Sprint 12,2012-06-04 00:00:00+00:00,2012-06-15 00:00:00+00:00,31,11 days 00:00:00.000000000
tistud,2012 Sprint 13,2012-06-15 00:00:00+00:00,2012-06-29 00:00:00+00:00,21,14 days 00:00:00.000000000
tistud,2012 Sprint 14,2012-06-29 00:00:00+00:00,2012-07-27 00:00:00+00:00,29,28 days 00:00:00.000000000
tistud,2012 Sprint 15,2012-07-27 00:00:00+00:00,2012-07-30 00:00:00+00:00,21,3 days 00:00:00.000000000
tistud,2012 Sprint 16,2012-07-30 00:00:00+00:00,2012-08-13 00:00:00+00:00,40,14 days 00:00:00.000000000
tistud,2012 Sprint 17,2012-08-13 00:00:00+00:00,2012-08-27 00:00:00+00:00,26,14 days 00:00:00.000000000
tistud,2012 Sprint 18,2012-08-27 00:00:00+00:00,2012-09-10 00:00:00+00:00,21,14 days 00:00:00.000000000
tistud,2012 Sprint 19,2012-09-10 00:00:00+00:00,2012-09-24 00:00:00+00:00,35,14 days 00:00:00.000000000
tistud,2012 Sprint 20,2012-09-24 00:00:00+00:00,2012-10-08 00:00:00+00:00,45,14 days 00:00:00.000000000
tistud,2012 Sprint 21,2012-10-08 00:00:00+00:00,2012-10-22 00:00:00+00:00,61,14 days 00:00:00.000000000
tistud,2012 Sprint 22,2012-10-22 00:00:00+00:00,2012-11-05 00:00:00+00:00,43,14 days 00:00:00.000000000
tistud,2012 Sprint 23,2012-11-05 00:00:00+00:00,2012-11-19 00:00:00+00:00,45,14 days 00:00:00.000000000
tistud,2012 Sprint 24,2012-11-19 00:00:00+00:00,2012-12-03 00:00:00+00:00,46,14 days 00:00:00.000000000
tistud,2012 Sprint 25,2012-12-03 00:00:00+00:00,2012-12-17 00:00:00+00:00,69,14 days 00:00:00.000000000
tistud,2012 Sprint 26,2012-12-17 00:00:00+00:00,2012-12-31 00:00:00+00:00,33,14 days 00:00:00.000000000
tistud,2013 Sprint 01,2012-12-31 00:00:00+00:00,2013-01-14 00:00:00+00:00,37,14 days 00:00:00.000000000
tistud,2013 Sprint 02,2013-01-14 00:00:00+00:00,2013-01-28 00:00:00+00:00,25,14 days 00:00:00.000000000
tistud,2013 Sprint 03,2013-01-28 00:00:00+00:00,2013-02-11 00:00:00+00:00,29,14 days 00:00:00.000000000
tistud,2013 Sprint 04,2013-02-11 00:00:00+00:00,2013-02-25 00:00:00+00:00,26,14 days 00:00:00.000000000
tistud,2013 Sprint 05,2013-02-25 00:00:00+00:00,2013-03-11 00:00:00+00:00,17,14 days 00:00:00.000000000
tistud,2013 Sprint 06,2013-03-11 00:00:00+00:00,2013-03-25 00:00:00+00:00,24,14 days 00:00:00.000000000
tistud,2013 Sprint 07,2013-03-25 00:00:00+00:00,2013-04-08 00:00:00+00:00,51,14 days 00:00:00.000000000
tistud,2013 Sprint 08,2013-04-08 00:00:00+00:00,2013-04-22 00:00:00+00:00,39,14 days 00:00:00.000000000
tistud,2013 Sprint 09,2013-04-22 00:00:00+00:00,2013-05-06 00:00:00+00:00,27,14 days 00:00:00.000000000
tistud,2013 Sprint 10,2013-05-06 00:00:00+00:00,2013-05-20 00:00:00+00:00,32,14 days 00:00:00.000000000
tistud,2013 Sprint 11,2013-05-20 00:00:00+00:00,2013-06-03 00:00:00+00:00,16,14 days 00:00:00.000000000
tistud,2013 Sprint 12,2013-06-03 00:00:00+00:00,2013-06-17 00:00:00+00:00,41,14 days 00:00:00.000000000
tistud,2013 Sprint 13,2013-06-17 00:00:00+00:00,2013-07-01 00:00:00+00:00,40,14 days 00:00:00.000000000
tistud,2013 Sprint 14,2013-07-01 00:00:00+00:00,2013-07-15 00:00:00+00:00,21,14 days 00:00:00.000000000
tistud,2013 Sprint 15,2013-07-15 00:00:00+00:00,2013-07-29 00:00:00+00:00,18,14 days 00:00:00.000000000
tistud,2013 Sprint 16,2013-07-29 00:00:00+00:00,2013-08-12 00:00:00+00:00,31,14 days 00:00:00.000000000
tistud,2013 Sprint 17,2013-08-12 00:00:00+00:00,2013-08-23 00:00:00+00:00,38,11 days 00:00:00.000000000
tistud,2013 Sprint 18,2013-08-23 00:00:00+00:00,2013-09-06 00:00:00+00:00,30,14 days 00:00:00.000000000
tistud,2013 Sprint 19,2013-09-06 00:00:00+00:00,2013-09-20 00:00:00+00:00,33,14 days 00:00:00.000000000
tistud,2013 Sprint 20,2013-09-20 00:00:00+00:00,2013-10-04 00:00:00+00:00,23,14 days 00:00:00.000000000
tistud,2013 Sprint 21,2013-10-04 00:00:00+00:00,2013-10-18 00:00:00+00:00,27,14 days 00:00:00.000000000
tistud,2013 Sprint 22,2013-10-18 00:00:00+00:00,2013-11-01 00:00:00+00:00,57,14 days 00:00:00.000000000
tistud,2013 Sprint 23,2013-11-01 00:00:00+00:00,2013-11-15 00:00:00+00:00,62,14 days 00:00:00.000000000
tistud,2013 Sprint 24,2013-11-15 00:00:00+00:00,2013-11-29 00:00:00+00:00,34,14 days 00:00:00.000000000
tistud,2013 Sprint 25,2013-11-29 00:00:00+00:00,2013-12-13 00:00:00+00:00,42,14 days 00:00:00.000000000
tistud,2013 Sprint 26,2013-12-13 00:00:00+00:00,2014-01-03 00:00:00+00:00,22,21 days 00:00:00.000000000
tistud,2014 Sprint 01,2014-01-03 00:00:00+00:00,2014-01-17 00:00:00+00:00,26,14 days 00:00:00.000000000
tistud,2014 Sprint 02,2014-01-17 00:00:00+00:00,2014-01-31 00:00:00+00:00,12,14 days 00:00:00.000000000
tistud,2014 Sprint 03,2014-01-31 00:00:00+00:00,2014-02-14 00:00:00+00:00,15,14 days 00:00:00.000000000
tistud,2014 Sprint 04,2014-02-14 00:00:00+00:00,2014-02-28 00:00:00+00:00,11,14 days 00:00:00.000000000
tistud,2014 Sprint 05,2014-02-28 00:00:00+00:00,2014-03-14 00:00:00+00:00,21,14 days 00:00:00.000000000
tistud,2014 Sprint 06,2014-03-14 00:00:00+00:00,2014-03-28 00:00:00+00:00,17,14 days 00:00:00.000000000
tistud,2014 Sprint 07,2014-03-28 00:00:00+00:00,2014-04-11 00:00:00+00:00,23,14 days 00:00:00.000000000
tistud,2014 Sprint 08,2014-04-11 00:00:00+00:00,2014-04-24 00:00:00+00:00,19,13 days 00:00:00.000000000
xd,Sprint 1,2013-04-15 20:41:22.370000+00:00,2013-04-29 20:41:22.370000+00:00,16,14 days 00:00:00.000000000
xd,Sprint 2,2013-05-06 17:52:35.477000+00:00,2013-05-10 17:52:35.477000+00:00,10,4 days 00:00:00.000000000
xd,Sprint 3,2013-05-15 00:37:45.317000+00:00,2013-05-20 00:37:45.317000+00:00,15,5 days 00:00:00.000000000
xd,Sprint 4,2013-05-20 17:05:45.166000+00:00,2013-05-24 17:05:45.166000+00:00,30,4 days 00:00:00.000000000
xd,Sprint 5,2013-05-28 17:25:32.907000+00:00,2013-06-03 17:25:32.907000+00:00,63,6 days 00:00:00.000000000
xd,Sprint 6,2013-06-03 19:45:19.060000+00:00,2013-06-12 19:45:00+00:00,89,8 days 23:59:40.940000000
xd,Sprint 7,2013-06-18 11:37:48.461000+00:00,2013-06-21 11:37:48.461000+00:00,13,3 days 00:00:00.000000000
xd,Sprint 8,2013-06-25 21:53:02.156000+00:00,2013-06-28 21:53:02.156000+00:00,36,3 days 00:00:00.000000000
xd,Sprint 9,2013-07-01 18:00:54.833000+00:00,2013-07-05 18:00:54.833000+00:00,105,4 days 00:00:00.000000000
xd,Sprint 10,2013-07-08 17:29:14.200000+00:00,2013-07-12 17:29:14.200000+00:00,118,4 days 00:00:00.000000000
xd,Sprint 11,2013-07-16 13:07:24.219000+00:00,2013-07-19 13:07:24.219000+00:00,82,3 days 00:00:00.000000000
xd,Sprint 12,2013-07-22 17:07:04.657000+00:00,2013-07-31 17:07:00+00:00,115,8 days 23:59:55.343000000
xd,Sprint 13,2013-08-12 16:26:28.304000+00:00,2013-08-20 16:26:00+00:00,18,7 days 23:59:31.696000000
xd,Sprint 14,2013-08-20 21:38:41.391000+00:00,2013-08-29 17:21:00+00:00,31,8 days 19:42:18.609000000
xd,Sprint 15,2013-08-29 17:38:29.922000+00:00,2013-09-05 17:38:29.922000+00:00,30,7 days 00:00:00.000000000
xd,Sprint 16,2013-09-18 16:36:49.519000+00:00,2013-10-10 16:36:00+00:00,40,21 days 23:59:10.481000000
xd,Sprint 17,2013-10-11 16:05:23.650000+00:00,2013-10-18 16:05:23.650000+00:00,29,7 days 00:00:00.000000000
xd,Sprint 18,2013-10-23 16:12:37.406000+00:00,2013-11-12 17:12:00+00:00,50,20 days 00:59:22.594000000
xd,Sprint 19,2013-11-19 15:43:59.458000+00:00,2013-12-10 15:43:59.458000+00:00,88,21 days 00:00:00.000000000
xd,Sprint 20,2013-12-13 17:15:57.945000+00:00,2014-01-10 17:15:00+00:00,59,27 days 23:59:02.055000000
xd,Sprint 21,2014-01-14 20:15:01.789000+00:00,2014-02-10 20:02:00+00:00,63,26 days 23:46:58.211000000
xd,Sprint 22,2014-02-12 15:46:16.242000+00:00,2014-03-04 15:46:00+00:00,39,19 days 23:59:43.758000000
xd,Sprint 23,2014-03-04 20:30:13.270000+00:00,2014-03-18 19:30:00+00:00,27,13 days 22:59:46.730000000
xd,Sprint 24,2014-03-19 01:46:08.444000+00:00,2014-04-04 01:46:00+00:00,101,15 days 23:59:51.556000000
xd,Sprint 25,2014-04-03 21:50:30.577000+00:00,2014-04-15 21:50:00+00:00,103,11 days 23:59:29.423000000
xd,Sprint 26,2014-04-17 21:00:15.115000+00:00,2014-04-30 21:00:00+00:00,104,12 days 23:59:44.885000000
xd,Sprint 27,2014-04-30 22:50:45.900000+00:00,2014-05-21 22:50:00+00:00,174,20 days 23:59:14.100000000
xd,Sprint 28,2014-05-21 20:53:08.503000+00:00,2014-05-30 20:53:00+00:00,63,8 days 23:59:51.497000000
xd,Sprint 29,2014-06-04 14:08:00.788000+00:00,2014-06-12 14:08:00+00:00,25,7 days 23:59:59.212000000
xd,Sprint 30,2014-06-12 16:10:24.250000+00:00,2014-07-01 16:10:00+00:00,81,18 days 23:59:35.750000000
xd,Sprint 31,2014-07-01 19:50:22.260000+00:00,2014-07-18 19:50:00+00:00,76,16 days 23:59:37.740000000
xd,Sprint 32,2014-07-21 15:28:54.304000+00:00,2014-07-29 15:28:00+00:00,66,7 days 23:59:05.696000000
xd,Sprint 33,2014-08-06 00:06:42.832000+00:00,2014-08-26 00:06:00+00:00,9,19 days 23:59:17.168000000
xd,Sprint 34,2014-08-27 18:08:12.668000+00:00,2014-09-19 18:08:00+00:00,10,22 days 23:59:47.332000000
xd,Sprint 35,2014-09-22 17:29:11.228000+00:00,2014-09-30 17:29:00+00:00,13,7 days 23:59:48.772000000
xd,Sprint 36,2014-10-06 19:22:27.837000+00:00,2014-10-18 06:23:00+00:00,28,11 days 11:00:32.163000000
xd,Sprint 37,2014-10-20 18:06:25.222000+00:00,2014-11-01 01:06:00+00:00,38,11 days 06:59:34.778000000
xd,Sprint 38,2014-11-03 20:09:29.715000+00:00,2014-11-19 05:09:00+00:00,60,15 days 08:59:30.285000000
xd,Sprint 39,2014-11-21 01:08:00+00:00,2014-12-06 05:08:00+00:00,27,15 days 04:00:00.000000000
xd,Sprint 40,2014-12-08 19:18:09.888000+00:00,2014-12-23 07:18:00+00:00,48,14 days 11:59:50.112000000
xd,Sprint 41,2015-01-05 18:27:36.017000+00:00,2015-01-29 06:27:00+00:00,61,23 days 11:59:23.983000000
xd,Sprint 42,2015-01-29 20:09:13.198000+00:00,2015-02-07 07:09:00+00:00,38,8 days 10:59:46.802000000
xd,Sprint 43,2015-02-12 00:27:04.161000+00:00,2015-02-21 06:27:00+00:00,6,9 days 05:59:55.839000000
xd,Sprint 44,2015-02-23 17:11:58.877000+00:00,2015-03-07 02:30:00+00:00,35,11 days 09:18:01.123000000
xd,Sprint 45,2015-03-09 16:32:38.633000+00:00,2015-03-21 01:32:00+00:00,25,11 days 08:59:21.367000000
xd,Sprint 46,2015-03-23 17:04:18.741000+00:00,2015-04-04 01:04:00+00:00,27,11 days 07:59:41.259000000
xd,Sprint 47,2015-04-06 17:22:32.410000+00:00,2015-04-25 01:22:00+00:00,34,18 days 07:59:27.590000000
xd,Sprint 48,2015-04-27 17:13:09.348000+00:00,2015-05-09 00:13:00+00:00,28,11 days 06:59:50.652000000
xd,Sprint 49,2015-05-11 18:10:21.523000+00:00,2015-05-22 23:10:00+00:00,64,11 days 04:59:38.477000000
xd,Sprint 50,2015-05-26 17:04:32.601000+00:00,2015-06-09 01:04:00+00:00,48,13 days 07:59:27.399000000
xd,Sprint 51,2015-06-09 15:53:44.142000+00:00,2015-06-22 23:23:00+00:00,28,13 days 07:29:15.858000000
xd,Sprint 52,2015-06-23 16:05:37.025000+00:00,2015-07-08 00:35:00+00:00,18,14 days 08:29:22.975000000
xd,Sprint 53,2015-07-08 19:49:30.751000+00:00,2015-07-21 23:19:00+00:00,31,13 days 03:29:29.249000000
xd,Sprint 54,2015-07-22 16:10:55.783000+00:00,2015-08-05 02:00:00+00:00,18,13 days 09:49:04.217000000
xd,Sprint 55,2015-08-05 17:57:28.773000+00:00,2015-08-19 00:47:00+00:00,32,13 days 06:49:31.227000000
xd,Sprint 56,2015-08-19 16:18:50.173000+00:00,2015-09-02 00:08:00+00:00,28,13 days 07:49:09.827000000
xd,Sprint 57,2015-09-02 15:40:12.567000+00:00,2015-09-16 23:30:00+00:00,29,14 days 07:49:47.433000000
xd,Sprint 58,2015-09-21 17:01:06.207000+00:00,2015-10-03 00:51:00+00:00,21,11 days 07:49:53.793000000
xd,Sprint 59,2015-10-05 16:54:14.761000+00:00,2015-10-17 00:44:00+00:00,17,11 days 07:49:45.239000000
xd,Sprint 60,2015-10-19 17:04:56.465000+00:00,2015-10-31 00:00:00+00:00,29,11 days 06:55:03.535000000
xd,Sprint 61,2015-11-02 17:41:25.157000+00:00,2015-11-14 00:37:00+00:00,16,11 days 06:55:34.843000000
xd,Sprint 62,2015-11-16 16:10:26.278000+00:00,2015-11-27 17:06:00+00:00,12,11 days 00:55:33.722000000
xd,Sprint 63,2015-11-30 16:32:01.258000+00:00,2015-12-11 17:28:00+00:00,8,11 days 00:55:58.742000000
xd,Sprint 64,2015-12-17 18:20:12.425000+00:00,2015-12-26 02:16:00+00:00,5,8 days 07:55:47.575000000
xd,Sprint 67,2016-02-01 17:20:13.656000+00:00,2016-02-13 01:16:00+00:00,9,11 days 07:55:46.344000000
xd,Sprint 68,2016-02-16 00:38:45.289000+00:00,2016-02-26 08:34:00+00:00,7,10 days 07:55:14.711000000
